employee_id,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months
100745,Mahendra Utama Hartanto,124854,10,20,60,60,50,20,10,20,20,40
100746,Rizka Mahardika Indrawan,504260,40,30,10,60,50,20,10,20,30,55
100747,Tania Pratama,601549,30,30,60,20,20,10,10,40,60,41
100748,Nurlita Utami,569358,10,40,30,40,10,20,10,10,20,92
100749,Ayunda Indrawan,175671,20,10,10,20,10,30,10,30,60,62
100750,Joko Qolbi Hasibuan,417724,30,40,20,60,20,20,30,20,20,36
100751,Hana Indrawan,449367,10,10,30,20,50,20,30,30,60,36
100752,Intan Salsabila,513523,30,20,10,60,40,20,20,30,40,28
100753,Luthfi Fadillah Fauziah,533963,10,30,10,60,30,10,20,10,30,25
100754,Dian Iqbal Permadi,468328,40,10,50,30,20,10,20,40,40,91
100755,Iman Utami,242416,20,20,10,30,40,20,20,20,50,127
100756,Ari Herlambang,988312,20,30,30,10,20,10,20,10,40,68
100757,Prasetyo Rohman,753757,40,10,40,10,30,10,30,40,20,71
100758,Dwi Adi Maulana,397584,30,30,30,50,30,20,30,40,40,73
100759,Rendra Nabila Maulida,387493,10,10,60,50,20,20,20,10,40,42
100760,Cahyo Tri Herlambang,287273,10,30,20,50,50,30,20,10,60,62
100761,Maya Situmorang,471450,20,20,30,60,50,10,20,20,30,57
100762,Valdo Kusuma Tamba,591148,20,10,60,10,10,10,20,30,10,41
100763,Budi Pamungkas,438980,10,30,10,10,20,20,10,10,40,40
100764,Nugroho Pradana,108908,40,10,50,60,10,10,10,40,10,19
100765,Utami Hidayat,140307,10,10,10,10,40,10,20,10,50,80
100766,Zaki Adi Utami,757908,30,40,20,60,50,20,10,40,50,12
100767,Zahra Hasibuan,460906,10,30,60,50,30,20,10,20,50,47
100768,Nurlita Fadillah Kusuma,934059,30,20,50,60,10,10,20,30,40,79
100769,Ari Halim,756507,20,10,60,10,50,30,30,20,50,24
100770,Arif Qolbi Saputra,948555,10,30,20,10,10,30,30,10,40,59
100771,Rani Aji Herlambang,583706,10,20,50,40,50,20,30,20,40,68
100772,Ayunda Subekti,761115,30,40,40,60,30,20,20,10,10,26
100773,Ayu Hidayat,596588,30,40,30,20,30,20,30,30,30,21
100774,Maya Sinaga,138097,30,30,10,50,50,30,30,10,40,41
100775,Kartika Anggara,828890,40,30,30,50,10,20,10,30,30,61
100776,Yuni Gunawan,274662,20,10,20,60,10,20,20,40,30,62
100777,Ahmad Fadillah Pratama,659628,10,30,30,10,30,20,20,30,50,87
100778,Arif Qolbi Suharto,325400,30,40,50,30,50,20,10,10,60,77
100779,Ari Dharma Utami,434694,10,30,20,30,40,20,30,10,60,79
100780,Luthfi Pamungkas,669187,30,20,50,30,20,20,30,20,50,12
100781,Bayu Yulianto,397917,20,40,20,20,30,20,20,30,60,76
100782,Adit Utama Siregar,977063,40,10,10,40,30,10,30,40,60,113
100783,Kartika Wijaya Permadi,451608,10,30,20,50,40,10,30,30,20,86
100784,Rendra Yulianto,374213,40,10,30,10,50,10,30,40,20,37
100785,Umar Fadillah Handayani,252368,10,20,20,30,50,30,20,40,40,63
100786,Nadia Baskara Halim,164008,30,40,50,30,50,30,30,20,30,62
100787,Iman Lestari Tamba,257912,30,40,30,50,50,10,10,10,60,107
100788,Bayu Kusuma Hidayat,790848,20,20,10,10,10,10,20,40,20,97
100789,Oka Halim Setiawan,683608,30,30,40,30,50,20,30,10,30,72
100790,Joko Tri Lestari,819024,40,10,10,60,40,30,30,40,50,78
100791,Rizki Saputra,271921,30,30,20,50,40,20,10,40,20,55
100792,Budi Yudhistira Pratama,264181,20,10,40,10,10,10,10,40,30,15
100793,Zahra Rohman,251478,30,10,40,60,30,10,10,10,60,89
100794,Wulan Kusuma Mahendra,685446,30,40,10,20,10,10,30,40,50,56
100795,Nugroho Nugroho,532943,40,40,30,30,30,20,20,30,30,37
100796,Adi Ridwan,899205,40,40,60,10,50,20,30,30,10,31
100797,Rani Maulida,366951,10,40,50,60,20,30,30,10,20,67
100798,Valdo Rachman Wibowo,730135,20,40,60,50,50,30,20,30,50,55
100799,Fitri Ganesha Yulianto,891424,10,40,50,30,30,10,20,40,20,72
100800,Intan Wibowo,249320,30,20,60,50,50,20,20,30,40,19
100801,Umar Ridwan,542243,30,30,40,50,10,20,30,30,10,41
100802,Dimas Kusuma Indrawan,654387,30,10,10,30,10,20,30,30,40,82
100803,Maya Kusuma Putra,443934,30,20,50,60,20,30,20,40,10,97
100804,Luthfi Hidayat,248479,30,20,50,40,50,20,30,10,30,40
100805,Oktavia Pratama,216219,40,40,50,30,50,20,20,10,60,33
100806,Dwi Kurniawan,514696,40,10,50,20,10,10,10,30,10,2
100807,Cahyo Pradana,477470,30,30,10,40,30,30,20,10,60,36
100808,Mahendra Firmansyah,231145,20,30,40,30,30,20,20,10,20,114
100809,Dian Nugroho,902891,20,30,50,30,40,20,20,30,10,69
100810,Mahendra Tri Permadi,749713,10,30,40,40,40,30,30,20,30,65
100811,Tania Aji Ramadhan,354747,40,20,20,30,30,10,10,10,30,49
100812,Lestari Herlambang,547706,40,30,30,60,50,20,20,20,30,63
100813,Vania Baskara Utami,777333,30,40,30,20,40,30,30,30,40,26
100814,Vania Setiawan,318344,40,30,30,10,40,10,10,20,20,75
100815,Andi Dharma Saputra,807035,10,10,50,20,50,10,20,40,20,77
100816,Bella Aji Ginting,143050,20,10,10,40,40,30,20,40,50,89
100817,Oka Handayani,314334,20,10,60,60,40,20,10,40,40,37
100818,Fajar Qolbi Rahmawati,975724,20,40,50,60,10,30,10,20,30,85
100819,Prasetyo Kusuma Putra,173085,10,10,60,10,20,10,20,10,60,54
100820,Rizky Pratama,139647,20,40,60,30,30,20,20,10,10,17
100821,Kartika Saputra,371346,10,40,10,60,50,30,30,40,50,35
100822,Maya Lukman,477693,40,40,60,30,20,10,30,20,30,42
100823,Hana Aji Hidayat,566077,40,20,60,10,20,20,30,40,40,10
100824,Intan Suharto,139658,30,30,60,30,10,10,30,30,20,54
100825,Yuni Handayani,521141,10,30,60,60,30,20,10,40,10,58
100826,Ayu Rachman Subekti,870402,40,20,50,10,50,10,30,10,10,99
100827,Oktavia Candra Kurniawan,652484,10,40,20,20,20,20,20,30,20,55
100828,Umar Hidayat,833986,40,20,50,60,10,10,20,10,20,15
100829,Bayu Wibowo,440734,40,20,20,20,10,20,20,40,50,50
100830,Hana Herlambang,341835,40,40,10,50,20,10,30,40,10,13
100831,Dwi Iqbal Halim,238220,20,20,10,60,10,30,30,10,10,29
100832,Eko Suharto,801927,40,30,30,40,20,10,10,40,20,58
100833,Andi Wijaya,481437,40,20,20,50,20,20,10,40,30,18
100834,Nadia Rachman Pratomo,597203,30,30,60,50,50,30,30,30,60,16
100835,Nurlita Purnama,556380,10,10,10,50,50,20,20,40,60,52
100836,Luthfi Simanjuntak,978546,30,10,10,50,30,10,30,40,60,57
100837,Nadia Ananda,403863,10,20,10,20,30,20,30,10,40,7
100838,Nurlita Permadi,482966,40,30,10,10,30,20,20,40,20,36
100839,Yuni Rohman,377570,40,10,20,30,10,30,30,20,20,85
100840,Sari Halim Ramadhan,896146,10,10,50,40,40,30,10,10,10,77
100841,Zaki Syahputra,926304,40,20,60,20,40,20,30,30,50,58
100842,Umar Candra Siregar,506253,20,30,10,60,50,10,30,10,10,90
100843,Dinda Kurniawan,155769,20,20,20,20,20,30,10,30,20,63
100844,Rizka Gunawan,955930,40,30,30,10,40,30,30,30,20,81
100845,Rama Qolbi Maulana,381768,10,40,30,40,20,10,30,40,50,29
100846,Zaki Rahmawati,278390,40,30,60,30,20,20,10,10,60,61
100847,Oka Saputra Sinaga,258801,20,30,40,10,10,30,20,40,10,54
100848,Rifqi Hartanto,757470,40,30,10,20,10,30,30,10,30,41
100849,Yuni Purnama,504839,20,20,30,30,20,20,10,20,60,49
100850,Eko Mahardika Suharto,999346,30,10,20,40,30,10,10,20,40,57
100851,Ari Pratama,283189,20,30,20,20,20,20,20,20,40,57
100852,Anisa Siregar,724119,40,30,20,20,30,10,10,40,50,33
100853,Umar Zulfikar,510862,20,30,20,30,50,10,30,10,60,67
100854,Rama Putra,868452,30,40,40,50,10,10,20,40,10,87
100855,Satya Tamba,932222,10,20,50,20,20,10,30,40,50,13
100856,Ahmad Pratama,914030,20,30,60,50,30,30,20,40,20,77
100857,Ayu Aji Maulida,738616,10,40,40,10,50,10,10,10,60,27
100858,Maya Fadillah Utami,666703,10,10,50,60,40,20,30,10,30,63
100859,Vania Indrawan,818532,10,40,10,40,30,30,30,40,20,81
100860,Bella Anugrah Rohman,450731,40,40,10,60,30,20,20,30,10,67
100861,Yoga Putra,431882,20,40,30,60,40,20,20,20,60,44
100862,Ayu Saputra,733070,40,30,20,30,50,30,20,40,40,85
100863,Zaki Lestari Rohman,408761,20,10,20,50,10,20,10,30,50,21
100864,Ayu Rohman,350422,40,10,40,60,20,20,10,20,30,53
100865,Anisa Pramudita Pamungkas,406215,10,40,60,60,20,30,10,40,10,15
100866,Ayunda Rachman Utami,481802,10,20,40,60,20,10,10,30,50,34
100867,Umar Suharto,855097,10,40,30,30,20,20,30,40,30,74
100868,Ayunda Iqbal Situmorang,600195,30,10,20,30,10,30,10,40,60,56
100869,Budi Wibowo,495005,40,30,30,50,10,20,10,10,50,64
100870,Dwi Halim Subekti,321383,10,10,40,20,10,20,20,40,40,43
100871,Rizka Anggara,833271,30,30,20,50,30,20,10,20,50,23
100872,Citra Maulana,937631,10,10,10,60,40,10,10,20,30,38
100873,Teguh Wijaya,312752,40,30,60,40,30,30,30,40,50,14
100874,Putri Fadillah Sinaga,942486,20,20,60,40,10,20,20,40,30,59
100875,Teguh Zulfikar Rahmawati,421141,10,30,10,50,10,10,10,20,20,61
100876,Nugroho Lestari,842584,30,40,50,20,40,30,30,40,20,73
100877,Bella Herlambang,383433,40,20,40,40,50,30,20,10,30,31
100878,Citra Purnama,182343,20,30,40,10,50,10,30,40,10,26
100879,Evi Mahendra,821251,40,40,10,50,20,20,20,40,50,18
100880,Zahra Siregar,245329,20,10,20,60,30,10,20,30,50,64
100881,Kartika Purnama,563394,30,30,50,60,20,20,30,20,60,20
100882,Dinda Wijaya,484278,20,40,60,10,30,30,20,20,40,19
100883,Dian Lestari,481592,20,10,30,40,20,10,30,20,60,83
100884,Rizki Utama Kurniawan,373163,30,30,40,10,50,10,10,10,50,64
100885,Gita Yudhistira Mahendra,172770,40,30,60,30,30,30,30,10,60,59
100886,Galih Utami,332102,20,30,10,10,10,10,30,10,10,32
100887,Fitri Halim Firmansyah,540329,10,40,50,40,50,20,20,20,50,61
100888,Anisa Wijaya Ginting,369024,20,20,50,10,10,20,30,30,60,65
100889,Dwi Baskara Rohman,939709,40,10,40,50,50,10,10,30,40,74
100890,Valdo Anggara,411067,20,20,20,20,50,10,20,30,50,0
100891,Rendra Maulida,291074,40,20,10,30,50,10,20,10,60,80
100892,Joko Jatmiko Maulida,205489,30,20,50,10,10,20,30,10,40,18
100893,Nabila Maulida,226709,10,20,40,60,20,20,10,20,40,63
100894,Arif Aji Utami,812456,40,30,20,60,40,20,20,40,40,3
100895,Wahyu Tri Subekti,434348,20,40,40,60,50,20,20,30,50,43
100896,Rizka Setiawan,859373,10,30,20,50,40,20,30,20,30,51
100897,Galih Saputra Siregar,856508,30,40,50,30,40,30,30,30,10,38
100898,Dewi Permadi,291967,10,40,10,20,50,30,30,40,60,66
100899,Vania Handayani,669591,10,20,40,20,10,20,20,10,40,56
100900,Prasetyo Hartanto,542670,40,20,50,50,30,30,20,40,10,31
100901,Valdo Siregar,458232,20,20,30,20,30,30,30,20,10,50
100902,Eko Iqbal Mahendra,821751,40,40,60,50,30,20,30,40,10,29
100903,Budi Ridwan,778882,20,10,10,60,30,30,10,40,10,56
100904,Julia Zulfikar,913144,30,10,30,20,20,10,30,20,40,19
100905,Hadi Yudhistira Subekti,467531,30,30,20,10,40,10,20,10,30,49
100906,Oka Salsabila,653296,40,10,20,40,40,10,30,40,60,43
100907,Yuni Aji Wijaya,140899,40,20,60,40,40,30,10,20,30,26
100908,Ahmad Utama Mahendra,135388,30,40,20,40,10,10,10,10,10,42
100909,Valdo Wijaya Syahputra,258027,10,10,40,40,50,30,30,20,20,54
100910,Hadi Iqbal Pratama,866432,30,40,40,10,30,10,30,30,20,66
100911,Prasetyo Halim Syahputra,487057,20,20,30,30,50,10,20,40,30,11
100912,Mahendra Tamba,759155,30,10,20,50,40,10,20,10,10,37
100913,Wahyu Ginting,424479,10,10,40,30,30,10,10,40,20,28
100914,Fitri Firmansyah,584729,20,40,40,30,30,10,30,20,30,47
100915,Fajar Setiawan,455423,40,10,40,20,40,10,30,10,30,46
100916,Utami Ginting,759783,40,30,40,30,20,30,30,10,50,56
100917,Arif Santoso,923641,40,10,20,50,50,20,20,10,30,49
100918,Yuni Lestari,361114,10,30,40,10,30,30,30,30,30,72
100919,Vania Kusuma,708766,10,40,10,20,40,20,30,30,50,65
100920,Rifqi Tamba,985610,10,40,20,10,30,20,30,30,20,2
100921,Lestari Mahendra,682307,40,40,20,40,30,30,30,20,40,15
100922,Hana Hasibuan,655699,30,40,50,30,20,10,20,10,40,66
100923,Arif Qolbi Fauziah,387168,10,30,40,60,10,10,10,10,20,18
100924,Julia Yudhistira Lukman,989748,10,10,50,60,30,10,30,30,50,52
100925,Yuni Putra,376915,30,20,30,60,10,20,30,30,60,39
100926,Intan Candra Rahmawati,341655,20,20,50,10,50,30,30,30,50,78
100927,Maya Kusuma,155081,20,20,40,10,20,30,30,20,40,65
100928,Zaki Yudhistira Rohman,817371,20,40,40,10,50,30,20,10,10,34
100929,Anisa Mahardika Utami,504248,10,10,20,50,40,20,30,30,20,71
100930,Intan Aji Hartanto,951577,20,30,30,40,10,10,20,10,60,114
100931,Rani Wijaya,530785,10,10,20,40,10,20,30,10,20,39
100932,Ahmad Kurniawan,744513,40,30,30,50,10,10,20,40,20,95
100933,Ahmad Anggara,306651,30,20,30,20,10,10,30,30,60,22
100934,Rifqi Salsabila,366343,10,10,40,40,10,30,20,10,60,68
100935,Evi Erlangga Herlambang,932485,20,40,50,50,50,30,10,40,40,43
100936,Sari Wijaya,952635,40,20,60,40,40,30,30,30,30,16
100937,Joko Mahardika Ananda,165495,40,10,60,40,50,20,30,30,50,54
100938,Anisa Hasibuan,283342,30,20,30,50,30,10,30,30,50,36
100939,Rizka Lukman,696192,40,10,40,10,50,30,30,10,40,48
100940,Intan Mahendra,441058,30,40,30,10,40,20,30,10,20,12
100941,Joko Firmansyah,866301,30,30,20,40,50,20,30,20,10,61
100942,Citra Wijaya Sinaga,131238,40,30,60,50,30,10,10,10,20,34
100943,Rama Aji Purnama,119711,20,40,50,20,50,30,30,30,60,34
100944,Adit Utama Wijaya,775814,40,20,60,10,40,30,30,10,30,86
100945,Tania Dharma Siregar,751060,40,30,40,10,40,30,10,30,60,60
100946,Andi Tamba,293400,10,40,40,40,10,10,10,20,50,32
100947,Maya Herlambang,163487,20,10,20,30,40,10,30,10,50,49
100948,Iman Permadi,103820,20,30,20,40,40,10,30,20,40,56
100949,Joko Saputra Ramadhan,864161,40,20,10,20,20,20,10,30,60,14
100950,Budi Rohman,739792,40,20,40,30,40,20,20,10,20,70
100951,Rama Rachman Wijaya,278658,20,20,20,10,50,30,20,10,10,20
100952,Yuni Lukman,305151,10,10,30,30,20,20,10,40,20,20
100953,Hadi Anugrah Yulianto,794999,30,20,40,20,50,30,20,10,30,51
100954,Ayu Yudhistira Ridwan,464247,30,20,50,30,30,30,20,20,30,3
100955,Evi Lestari Wibowo,857867,10,40,40,20,50,20,20,20,10,48
100956,Anisa Suharto,511921,10,30,20,30,30,20,30,30,50,39
100957,Julia Zulfikar Saputra,561156,10,30,20,10,30,20,10,40,60,43
100958,Arif Wijaya Pamungkas,325441,40,40,10,40,10,10,20,20,20,79
100959,Mahendra Fadillah Ananda,484361,10,40,50,10,50,20,20,10,30,35
100960,Bayu Nabila Maulida,688451,40,20,40,20,10,10,10,20,50,29
100961,Dinda Siregar,524821,30,10,30,60,20,10,30,10,50,29
100962,Kartika Wibowo,465320,40,30,50,10,30,20,30,10,60,40
100963,Ahmad Permadi,841211,30,20,40,40,10,20,30,30,30,56
100964,Cahyo Ginting,759272,20,10,40,40,50,10,20,10,50,62
100965,Intan Dharma Suharto,579307,20,30,30,50,10,20,10,40,40,37
100966,Ayu Wijaya Hasibuan,619858,20,20,40,60,40,20,10,20,20,59
100967,Joko Lestari,493467,40,20,50,30,50,10,10,10,40,42
100968,Vania Yudhistira Wibowo,335514,20,40,10,30,50,10,20,30,50,30
100969,Nugroho Lukman,282088,30,10,50,50,10,20,20,20,60,53
100970,Zaki Candra Ramadhan,506635,40,20,30,60,50,10,20,40,10,26
100971,Lestari Ananda,480581,10,20,40,20,50,20,30,40,10,22
100972,Dian Lukman,620442,40,20,20,40,50,30,20,30,60,72
100973,Anisa Wijaya,231132,10,30,10,30,40,20,20,10,60,45
100974,Luthfi Lestari,203287,20,40,20,40,20,30,10,10,40,43
100975,Dwi Maulida,454327,30,20,10,60,20,10,30,40,10,75
100976,Budi Suharto,489743,10,20,30,20,50,30,20,40,10,72
100977,Rifqi Syahputra,522498,30,40,30,40,40,10,30,10,60,49
100978,Ari Aji Pratama,944946,40,10,30,50,40,30,30,20,60,8
100979,Anisa Mahardika Pradana,249918,30,40,30,50,10,20,30,40,50,87
100980,Evi Nabila Siregar,634952,10,40,60,10,30,20,20,10,30,39
100981,Bayu Anugrah Sinaga,919986,10,20,30,30,20,10,10,20,30,66
100982,Hana Wijaya,209571,30,20,50,60,50,30,30,10,10,15
100983,Iman Mahardika Utami,573134,10,40,30,10,20,30,30,10,20,67
100984,Wulan Zulfikar Lestari,434006,40,20,20,20,10,20,10,30,10,33
100985,Sari Halim Fauziah,364648,30,40,30,30,10,30,10,40,30,27
100986,Novi Tamba,893147,40,20,30,20,10,30,30,30,50,65
100987,Prasetyo Purnama,105970,20,30,10,40,10,10,30,20,20,44
100988,Prasetyo Zulfikar,195840,20,20,20,60,30,20,20,30,10,40
100989,Hadi Yudhistira Siregar,213873,40,10,50,50,20,10,10,30,20,38
100990,Oka Ananda,789945,40,30,60,40,20,30,10,10,60,59
100991,Lestari Lukman,391389,40,40,60,40,20,20,10,10,20,35
100992,Kurnia Tamba,705683,20,20,20,50,30,20,10,10,60,50
100993,Wulan Purnama,997446,10,40,20,50,50,30,30,30,30,36
100994,Rizka Kusuma Rahmawati,632384,20,10,40,20,20,10,20,30,50,80
100995,Anisa Ramadhan,964845,10,40,20,20,20,10,30,30,50,90
100996,Anisa Saputra,218963,20,10,10,20,20,10,20,10,40,56
100997,Dwi Setiawan,675998,40,30,60,60,20,10,10,10,60,88
100998,Citra Pratama,311233,10,10,10,50,20,20,20,40,40,60
100999,Rani Pratama,752447,40,30,50,10,40,30,10,30,30,7
101000,Eko Maulida,230470,10,10,30,60,40,30,20,20,50,27
101001,Maya Siregar,771179,20,30,20,10,50,20,20,40,30,42
101002,Hadi Pratama,731877,20,10,20,20,40,20,10,40,40,72
101003,Bella Utama Zulfikar,991012,20,30,50,30,10,20,10,20,40,55
101004,Kurnia Ananda,928551,40,20,40,50,50,30,20,40,30,76
101005,Eko Ganesha Kurniawan,616390,20,30,50,10,30,20,10,30,50,25
101006,Yuni Pratama,942625,10,40,50,20,50,30,10,40,50,68
101007,Prasetyo Subekti,794481,40,20,20,20,50,30,30,40,30,55
101008,Oka Putra,257490,40,10,10,20,30,10,10,40,30,98
101009,Lestari Dharma Herlambang,708873,40,30,30,10,30,30,10,40,30,46
101010,Nabila Santoso,749823,40,30,10,60,10,10,30,40,30,97
101011,Wahyu Jatmiko Siregar,828769,20,30,10,20,20,30,30,40,40,42
101012,Prasetyo Ginting,549422,20,10,40,40,30,20,20,10,30,56
101013,Putri Pratomo,779125,10,40,40,20,10,30,20,10,20,69
101014,Nurlita Salsabila,338900,20,10,10,20,10,10,10,20,30,35
101015,Umar Wijaya,547334,30,30,40,10,50,30,10,40,40,28
101016,Vania Pratomo,117075,20,20,30,30,30,20,10,40,30,80
101017,Nugroho Lestari Gunawan,578511,20,30,30,20,40,20,30,20,20,0
101018,Rani Kusuma,393025,20,20,60,60,20,10,10,20,50,41
101019,Hadi Mahardika Ridwan,906909,10,30,10,50,20,20,10,30,60,39
101020,Wahyu Hidayat,148986,10,40,40,20,40,10,30,10,40,68
101021,Rani Fadillah Maulana,379798,30,40,50,60,30,30,30,40,30,8
101022,Hadi Siregar,134033,20,10,60,40,50,30,30,30,50,65
101023,Yuni Ginting,460178,20,40,30,10,10,30,20,10,60,33
101024,Citra Situmorang,688308,40,20,60,60,50,10,20,10,60,30
101025,Tania Lestari Indrawan,297587,30,10,50,50,40,10,20,40,40,29
101026,Eko Santoso,739417,10,40,60,40,20,30,30,40,10,83
101027,Kartika Anugrah Halim,720859,20,30,40,30,20,30,10,10,40,47
101028,Dwi Sinaga,365169,20,40,40,30,20,30,20,10,30,45
101029,Ayunda Situmorang,443416,10,10,50,60,40,20,30,20,20,31
101030,Dimas Ananda,999361,20,40,30,40,20,20,10,10,50,56
101031,Putri Wijaya,150376,20,20,50,30,20,30,30,30,40,36
101032,Zaki Utama Pratomo,536520,40,20,20,20,30,10,20,20,40,41
101033,Citra Saputra,659460,20,20,60,20,20,30,20,30,40,27
101034,Citra Rohman,578591,30,20,30,50,40,30,30,40,20,34
101035,Luthfi Zulfikar,777863,20,20,30,30,30,10,10,10,40,48
101036,Mahendra Santoso,631368,30,10,30,10,30,30,30,10,50,37
101037,Rani Utama Gunawan,326021,10,40,50,10,30,10,30,20,50,2
101038,Ayunda Lestari Sinaga,121286,30,10,50,60,40,10,10,10,30,43
101039,Fajar Pamungkas,347604,20,40,60,50,40,10,20,40,50,31
101040,Ayunda Hidayat,518158,10,20,30,40,30,20,30,30,10,73
101041,Hana Dharma Hidayat,980204,20,30,10,20,50,30,30,30,60,50
101042,Lestari Utami,888516,40,30,40,40,10,10,10,20,10,5
101043,Joko Rachman Setiawan,431590,30,30,40,40,10,10,30,40,20,37
101044,Nabila Lestari Sinaga,100965,40,40,40,20,10,20,20,30,50,58
101045,Putri Mahendra,461838,40,40,10,50,10,20,30,30,40,59
101046,Rama Wibowo,612536,40,10,60,30,40,30,20,20,60,56
101047,Lestari Ganesha Fauziah,420981,40,10,40,10,20,30,30,30,60,55
101048,Rama Nabila Hasibuan,330012,20,40,60,30,30,10,20,30,20,51
101049,Teguh Subekti,870495,10,20,50,40,30,20,30,30,20,25
101050,Dimas Saputra Herlambang,210438,20,20,40,60,10,30,30,10,20,23
101051,Bella Permadi,533982,30,20,60,30,50,20,30,10,20,74
101052,Nadia Zulfikar Sinaga,467066,30,30,60,20,50,30,20,40,50,102
101053,Evi Hartanto,759542,40,10,60,10,30,30,20,20,50,28
101054,Yuni Erlangga Subekti,656817,30,30,50,30,40,30,30,10,30,12
101055,Yoga Candra Hartanto,296785,20,10,50,50,30,20,20,30,40,38
101056,Umar Hartanto,880589,20,20,30,40,30,30,30,20,50,33
101057,Dinda Anggara,818913,20,20,40,60,20,10,10,40,10,44
101058,Umar Yulianto,532927,40,20,20,10,20,30,10,20,40,31
101059,Tania Fadillah Firmansyah,699881,30,30,10,50,30,30,30,10,50,78
101060,Galih Fauziah,408249,40,20,30,10,30,10,30,30,60,52
101061,Ayu Handayani,435734,40,20,60,40,30,20,30,30,30,53
101062,Rifqi Jatmiko Wijaya,768212,10,30,40,40,10,30,10,40,20,4
101063,Rendra Kusuma Siregar,560159,20,20,20,20,50,30,10,10,10,35
101064,Oktavia Mahendra,497662,20,20,10,50,40,10,10,20,50,78
101065,Nabila Kusuma Gunawan,570985,30,30,60,10,10,30,30,20,20,13
101066,Novi Hartanto,827793,10,40,60,60,40,30,10,30,10,27
101067,Galih Kusuma Ramadhan,392448,20,10,10,60,40,20,20,40,20,1
101068,Kurnia Erlangga Maulana,966314,10,20,10,40,30,20,10,30,10,52
101069,Ayu Erlangga Kurniawan,898560,30,20,20,50,50,10,20,10,50,52
101070,Nugroho Hasibuan,503961,10,30,20,20,20,10,30,30,10,52
101071,Wulan Pratama,156923,20,40,60,30,20,10,30,10,60,29
101072,Adi Pramudita Indrawan,534445,20,30,40,10,30,10,10,30,40,15
101073,Nabila Utami,250951,40,40,50,40,40,20,30,10,10,56
101074,Nabila Aji Kusuma,566059,20,30,10,40,40,20,20,40,50,63
101075,Hadi Wijaya Gunawan,494272,40,30,60,60,40,10,10,30,20,97
101076,Satya Pamungkas,796070,30,40,50,50,30,30,30,30,50,63
101077,Hana Dharma Maulida,117103,40,40,60,60,30,10,10,20,30,46
101078,Satya Saputra,669054,30,10,50,60,40,10,10,40,10,97
101079,Bayu Sinaga,463325,20,30,50,60,20,30,20,10,30,5
101080,Galih Zulfikar Ramadhan,785890,10,20,10,10,40,20,10,20,10,29
101081,Putri Nabila Rohman,898136,40,20,10,10,10,10,10,40,50,53
101082,Rani Permadi,212470,10,40,10,50,50,30,10,20,30,43
101083,Adit Salsabila,826082,40,10,40,40,50,10,20,40,50,29
101084,Fitri Hartanto,471131,40,30,30,60,20,20,20,30,20,47
101085,Rendra Maulana,629636,20,10,50,50,20,10,30,40,20,120
101086,Nugroho Maulana,638811,20,40,20,60,10,30,10,10,50,3
101087,Rendra Saputra Gunawan,318120,30,40,10,50,50,10,20,20,20,86
101088,Rama Jatmiko Gunawan,861774,30,40,50,50,40,30,30,10,30,54
101089,Nabila Salsabila,983417,30,10,40,20,50,30,10,20,10,33
101090,Bella Fauziah,674936,30,20,20,30,40,10,10,30,10,74
101091,Ari Saputra Pamungkas,393266,10,20,50,60,40,10,10,40,40,11
101092,Rani Gunawan,988740,20,20,10,50,30,10,10,10,20,57
101093,Joko Iqbal Lestari,679557,30,10,30,40,40,20,10,40,30,60
101094,Novi Zulfikar Handayani,891088,10,30,50,30,10,30,10,10,40,27
101095,Nadia Simanjuntak,398502,40,10,50,50,50,10,10,30,30,9
101096,Rizka Wijaya,240175,10,20,20,40,50,30,30,10,30,43
101097,Bayu Mahendra,480143,40,40,30,40,40,30,10,30,60,38
101098,Utami Firmansyah,271832,40,40,30,30,30,30,20,20,50,46
101099,Nabila Kusuma,776725,10,20,50,20,50,30,10,20,20,84
101100,Fitri Jatmiko Setiawan,520933,20,30,40,30,20,30,30,20,30,43
101101,Nugroho Yudhistira Lukman,912199,30,40,30,40,50,20,10,20,30,9
101102,Novi Sinaga,822577,10,30,20,30,20,30,10,30,40,81
101103,Wulan Lestari Saputra,166683,20,40,50,10,30,30,30,20,60,39
101104,Oktavia Lestari,317370,20,20,30,20,50,10,30,40,60,65
101105,Kartika Saputra Siregar,488506,20,10,30,40,40,20,10,30,40,36
101106,Sari Siregar,773738,10,10,10,40,50,30,10,20,30,59
101107,Mahendra Fadillah Pradana,295435,20,30,40,60,40,10,30,20,30,51
101108,Dewi Pradana,432798,40,20,60,30,40,20,30,20,40,21
101109,Bella Suharto,907952,20,40,20,20,30,20,30,40,40,43
101110,Rani Simanjuntak,779428,40,30,40,60,30,10,30,30,10,63
101111,Bella Firmansyah,851783,30,20,20,40,50,20,10,10,30,98
101112,Budi Firmansyah,316948,20,10,10,50,10,10,10,20,10,52
101113,Evi Syahputra,182862,30,10,40,20,50,30,30,30,20,30
101114,Tania Fauziah,852501,30,10,10,50,30,10,10,10,50,38
101115,Valdo Putra,996287,20,30,60,60,30,10,30,10,60,34
101116,Dimas Tri Zulfikar,446942,40,10,40,20,20,10,10,20,10,36
101117,Rendra Indrawan,719870,30,30,50,40,20,10,30,40,10,57
101118,Maya Dharma Kurniawan,391229,20,40,40,30,20,30,30,20,30,1
101119,Utami Lestari,375473,10,10,10,40,30,10,10,20,30,40
